city_or_county,n_killed,n_injured
Gravois Mills,0,0
Gray,6,6
Gray Court,1,3
Grayling,0,0
Grayslake,1,0
Grayslake (Gages Lake),1,0
Grayson,4,3
Grayson County,1,0
Graysville,1,3
Grayville,0,1
Great Bend,2,10
Great Cacapon,3,0
Great Falls,10,13
Great Kills,0,0
Great Mills,2,1
Great Neck,1,0
Great River,0,0
Greece,0,3
Greeley,14,24
Green Bay,12,13
Green Bay (Allouez),0,1
Green Bay (Bellevue),2,0
Green Brook,0,0
Green Camp,0,0
Green City,0,1
Green Cove Springs,8,3
Green Creek,0,0
Green Lake,0,1
Green Mountain,0,1
Green Oak Township,1,0
Green Pond,1,0
Green Ridge,1,0
Green River,0,1
Green Sea,3,0
Green Springs,0,0
Green Township,1,1
Green Valley,3,6
Greenacres,11,9
Greenbelt,5,4
Greenbrier,1,1
Greenbrier County,0,0
Greenburgh,0,1
Greencastle,7,2
Greencastle (Morton),0,1
Greendale,0,0
Greene,8,5
Greene County,4,0
Greeneville,7,11
Greeneville (Baileyton),0,0
Greeneville (Tusculum),0,0
Greenfield,14,13
Greenfield (Spring Lake),0,1
Greenfield Township,0,0
Greenlawn,1,1
Greenport,0,0
Greens Fork,0,1
Greensboro,125,312
Greensburg,16,7
Greensville,1,1
Greentown,0,1
Greenup,3,3
Greenville,147,315
Greenville (Adamsville),2,0
Greenville (Mason),0,0
Greenville County,1,1
Greenwell Springs,0,0
Greenwich,0,0
Greenwich Township,0,0
Greenwood,38,70
Greenwood Village,0,0
Greer,9,11
Gregg,2,0
Gregg County,1,0
Gregory,1,1
Greig,1,0
Grenada,18,13
Gresham,10,16
Grethel,0,1
Gretna,9,18
Gretna (Terrytown),10,20
Gridley,0,0
Griffin,11,9
Griffith,3,4
Grifton,1,3
Grimes,4,0
Grimes County,2,1
Grimesland,0,1
Griswold,0,0
Groom,0,1
Grosse Pointe,0,0
Grosse Pointe (Grosse Pointe Woods),0,0
Grosse Pointe Woods,0,0
Grosse Tete,0,0
Groton,1,5
Grottoes,0,2
Grove,2,5
Grove City,4,4
Grove City (Darbydale),0,1
Grove Hill,1,1
Groveland,5,5
Groveport,5,3
Grover,1,2
Grover Beach,3,1
Grover Hill,0,0
Groves,0,4
Grovespring,2,0
Groveton,1,0
Grovetown,5,8
Grulla (La Grulla),2,2
Grundy,4,1
Grundy County,0,0
Guadalupe,2,2
Guadalupe County,1,0
Gualala,0,1
Guerneville,0,1
Gueydan,0,0
Guffey,2,1
Guilderland,4,0
Guildhall (Maidstone),2,0
Guilford,2,1
Guilford (Parkman),1,1
Guilford County,1,0
Gulf,0,0
Gulf Breeze,1,1
Gulf Shores,2,3
Gulfport,44,65
Gulliver,3,0
Gunnison,2,1
Guntersville,1,4
Guntown,0,1
Gurdon,1,0
Gurley,0,0
Gurnee,2,0
Gustine,1,0
Gustine (Santa Nella),1,1
Guthrie,5,5
Guymon,1,0
Guys Mills,0,1
Guyton,0,4
Gwinn,0,0
Gwinnett,2,1
Gwinnett County,8,2
Gwynn Oak,3,10
Gwynn Oak (Woodlawn),3,2
Gypsum,2,2
Habersham,0,0
Hacienda Heights,4,6
Hackensack,5,2
Hackett,1,0
Hackettstown,1,0
Haddam,0,2
Haddington,0,0
Haddon Township,0,0
Hadley,0,0
Hager City,0,0
Hagerhill,1,1
Hagerstown,11,23
Hague,0,1
Hahnville,3,1
Haiku,0,0
Hailey,1,0
Haines,0,2
Haines City,6,9
Hainesport,0,0
Hale,1,2
Hale County,0,3
Haledon,0,1
Haledon (Prospect Park),0,0
Hales Corners,1,0
Halethorpe,3,3
Halethorpe (Arbutus),1,0
Halethorpe (Lansdowne),3,7
Half Moon Bay,3,1
Halfmoon,1,0
Halfway,0,0
Halifax,2,8
Halifax County,0,1
Haliimaile,0,1
Hall,0,0
Hall County,1,0
Hallandale (Hallandale Beach),6,12
Hallandale Beach,2,5
Hallowell,0,0
Hallsville,4,0
Hallwood,2,0
Halstad,1,0
Haltom City,1,6
Ham Lake,0,0
Hamblen,1,2
Hamblen County,0,1
Hamburg,1,1
Hamburg (Hardyston),0,0
Hamden,5,35
Hamer,1,3
Hamersville,1,0
Hamilton,42,51
Hamilton (Lindenwald),0,1
Hamilton (Millville),0,0
Hamilton (New Miami),0,0
Hamilton (Saint Clair),2,0
Hamilton City,0,1
Hamilton County,2,2
Hamilton Township,0,2
Hamlet,1,1
Hamlin,1,1
Hammon,1,1
Hammond,61,91
Hammond (Hessville),0,6
Hammonton,3,2
Hampden,0,1
Hampden Township,0,0
Hampstead,3,2
Hampton,79,262
Hampton (Langley AFB),0,1
Hampton Bays,0,0
Hampton Beach,0,0
Hamptonburgh,0,0
Hamptonville,0,1
Hamshire,1,0
Hamtramck,0,5
Hana,0,0
Hanahan,1,6
Hanceville,1,2
Hancock,1,2
Hancock County,1,1
Handley,0,0
Hanford,3,12
Hankinson,0,1
Hanley Falls,0,0
Hanley Hills,1,2
Hanna (Vernon),0,1
Hanna City,0,3
Hannibal,1,6
Hanover,5,12
Hanover Park,1,1
Hanover Township,1,0
Hanoverton,1,1
Hansford,0,0
Hanson,0,0
Hapeville,1,1
Happy Jack,0,1
Happy Valley,0,1
Harahan,0,0
Haralson,1,2
Harbeson,0,0
Harbor Beach,0,0
Harbor City,6,10
Harbor View,0,0
Harborcreek,1,0
Hardeeville,9,15
Hardeman,1,1
Hardin,0,1
Hardin County,0,3
Hardinsburg,1,0
Hardwick,0,0
Hardy,1,1
Hardy (Highland),0,1
Hardyville,1,1
Harford,0,0
Harford County,1,0
Hargill,0,0
Harker Heights,10,7
Harlan,3,1
Harlan County,0,0
Harlandale,0,0
Harlem,0,0
Harleton,1,0
Harleysville,1,0
Harleyville,1,0
Harlingen,1,3
Harlowe,0,1
Harmony,1,0
Harnett,1,0
Harney,0,1
Harold,1,0
Harper,1,0
Harper Heights,1,0
Harper Woods,1,5
Harpers Ferry,2,0
Harpersville,0,0
Harpursville,0,0
Harpursville (Colesville),0,0
Harrah,0,1
Harrells,0,1
Harriman,4,6
Harrington,0,8
Harris,43,64
Harris County,47,86
Harrisburg,75,201
Harrisburg (Linglestown),0,0
Harrisburg (Lower Paxton),0,1
Harrisburg (Paxtang),0,0
Harrisburg (Penbrook),1,1
Harrisburg (Steelton),4,3
Harrisburg (Swatara),0,0
Harrisburg (West Hanover),0,2
Harrison,21,32
Harrison (Harrison Township),0,3
Harrison County,1,2
Harrison Township,2,2
Harrisonburg,4,3
Harrisonburg (Harrisburg),0,0
Harrisonville,1,2
Harrisville (Burrillville),0,0
Harrisville (Mahone),0,1
Harrodsburg,2,1
Harrogate,0,0
Hart,0,1
Hartford,87,273
Hartford City,2,0
Hartland,0,1
Hartly,0,0
Harts,1,0
Hartsburg,0,0
Hartsel,0,1
Hartselle,5,1
Hartshorne,3,2
Hartstown,0,0
Hartsville,12,20
Hartville,0,0
Hartwell,1,2
Hartwick,0,1
Harvard,0,1
Harvest,1,6
Harvey,48,97
Harvey (Dixmoor),3,2
Harwich,0,0
Harwich Port (Harwichport),0,1
Harwood,0,0
Hasbrouck Heights,4,0
Haskell,0,1
Haslet,3,0
Haslett,0,1
Hastings,6,5
Hatboro,0,1
Hatch,1,1
Hatfield,4,0
Hatley,0,1
Hatteras Island,0,0
Hattiesburg,27,72
Hattiesburg (Glendale),2,0
Hattiesburg (Hattiesbg),0,0
Haubstadt,0,0
Haugen,0,0
Haughton,0,0
Hauser,0,1
Havana,0,1
Havelock,4,8
Haverhill,5,17
Haverstraw,2,0
Havertown,0,0
Havre,0,1
Havre De Grace,0,0
Haw River,0,5
Hawaii,0,0
Hawaiian Gardens,4,2
Hawesville,1,0
Hawi,0,0
Hawk Point,0,1
Hawkeye,0,0
Hawkins,3,1
Hawkins County,0,3
Hawkinsville,6,0
Hawley,1,3
Haworth,2,0
Hawthorn Woods,0,0
Hawthorne,21,19
Hay,2,0
Hayden,2,1
Hayes,0,2
Hayesville,0,1
Hayfield,0,0
Hayfork,1,0
Haymarket,1,0
Hayneville,3,2
Hays,3,1
Hays County,1,1
Haysi,0,1
Haysville,3,1
Hayti,1,0
Hayti Heights,1,0
Hayward,36,37
Haywood,2,3
Haywood County,0,1
Hazard,2,1
Hazel,0,0
Hazel Crest,5,0
Hazel Dell,1,0
Hazel Green,2,5
Hazel Park,0,3
Hazelhurst,0,0
Hazelwood,6,12
Hazle Township,0,0
Hazlehurst,5,8
Hazleton,8,35
Hazleton (Hazle Township),0,1
Hazleton (West Hazleton),0,1
Headland,0,1
Healdsburg,0,3
Healdton,1,1
Healy,0,0
Hearne,2,0
Heath,0,2
Hebbronville,0,1
Heber,0,0
Heber City,2,1
Heber Springs,1,1
Hebron,4,1
Hecker,0,0
Hector,1,0
Hedgesville,0,1
Hedwig Village,2,0
Heflin,2,2
Heflin (Chulafinnee),0,1
Hegins,0,0
Heidelberg,1,1
Heiskell,0,1
Helen,1,1
Helena,17,18
Helena (Helena-West Helena),0,0
Helena-West Helena,1,1
Helena-west Helena,1,4
Helendale,2,0
Helenwood,0,1
Hellertown,0,0
Helper,0,1
Heltonville,1,0
Hemet,18,20
Hemingway,3,2
Hempfield,2,0
Hempstead,17,23
Henagar,1,2
Henderson,71,58
Henderson County,0,5
Hendersonville,11,24
Hendricks,0,1
Hendry,1,0
Henley,1,0
Hennepin,1,0
Henniker,0,1
Henning,0,0
Henrico,38,71
Henrico (Highland Springs),3,2
Henrico (Tuckahoe),0,1
Henrico (Varina),0,0
Henrico County,1,0
Henrietta,2,1
Henrieville,0,1
Henry,7,2
Henry County,1,0
Henryetta,3,0
Henryville,0,0
Hensley,2,0
Hephzibah,12,16
Hepzibah,0,0
Hercules,0,4
Hereford,0,2
Herington,0,0
Herkimer,0,1
Hermann,1,0
Hermantown,0,0
Hermiston,7,5
Hermitage,7,11
Hermosa Beach,2,1
Hernando,2,4
Hernando County,2,1
Herndon,1,2
Herreid,1,0
Herriman,0,3
Herrin,3,0
Hershey,1,1
Hertford,1,5
Hesperia,5,12
Hesperia (Oak Hills),0,0
Hesston,6,14
Heth,0,0
Heuvelton,0,0
Hewitt,2,2
Heyburn,0,0
Hialeah,32,23
Hialeah (Hialeah Gardens),1,0
Hialeah (Miami Lakes),1,3
Hiawatha,1,1
Hiawatha (Hamlin),0,0
Hibbing,0,2
Hickman,2,0
Hickman County,0,1
Hickory,24,22
Hickory (Viola),0,1
Hickory Flat,1,1
Hickory Hill,1,1
Hickory Hills,0,0
Hicksville,0,4
Hico,0,1
Hidalgo,1,0
Hidalgo County,2,3
Hidden Valley Lake,1,0
Hiddenite,2,1
Higdon,1,1
Higginsville,0,1
High Island,1,0
High Point,30,71
High Point (Archdale),3,3
High Ridge,1,1
High Shoals,0,0
High Springs,0,0
Highgate,0,0
Highgate Center,0,1
Highland,13,20
Highland (Highland Twp),0,1
Highland Heights,0,1
Highland Home,0,0
Highland Mills,0,0
Highland Park,14,13
Highland Village,0,0
Highlands,1,1
Highlands Ranch,4,0
Highspire,0,1
Hildale,0,0
Hill,0,0
Hill Afb,0,0
Hill City,0,0
Hill County,0,0
Hillcrest Heights,0,1
Hilliard,3,2
Hillman,2,0
Hillsboro,14,9
Hillsboro (Fairfax),0,1
Hillsborough,1,7
Hillsborough County,3,3
Hillsdale,0,1
Hillsdale County,1,0
Hillside,4,4
Hillsville,0,0
Hilltop,0,0
Hilo,10,5
Hilton,0,3
Hilton Head,0,0
Hilton Head Island,7,15
Hilton Head Island (Fairfield),0,1
Hilton Head Island (Hilton Head),0,2
Hiltons,0,1
Hinckley,2,1
Hinds,0,0
Hinds County,0,2
Hindsville,1,0
Hinesburg,1,1
Hinesville,8,6
Hingham,1,2
Hinkle,0,1
Hinsdale,0,0
Hinton,1,3
Hiram,6,2
Hitchcock,0,1
Hixson,5,6
Hobart,8,6
Hobart (New Chicago),0,0
Hobbs,9,11
Hobe Sound,3,1
Hoboken,1,4
Hockessin,1,0
Hocking,1,1
Hocking County,2,1
Hockley,1,2
Hodgen,0,1
Hoffman Estates,2,3
Hohenwald,3,2
Hoisington,1,0
Hoke,1,7
Hoke County,1,1
Holbrook,2,0
Holcombe,0,0
Holden,1,2
Holdenville,0,1
Holdingford,0,2
Holdrege,0,1
Holiday,4,5
Holladay,0,2
Holland,11,7
Holland Patent,1,0
Hollandale,1,0
Holley,1,1
Hollidaysburg,0,0
Hollis,0,2
Hollis Center,0,1
Hollis Center (Hollis),0,0
Hollister,6,9
Holliston,0,0
Holloway,0,1
Holly,1,1
Holly Grove,1,0
Holly Hill,6,9
Holly Pond,1,0
Holly Ridge,2,1
Holly Ridge (North Topsail Beach),2,0
Holly Ridge (Surf City),0,0
Holly Springs,16,12
Hollywood,32,47
Hollywood (Cooper City),0,1
Hollywood (Miramar),10,8
Hollywood (Pembroke Park),3,3
Hollywood (West Park),3,9
Holmdel,3,3
Holmen,0,1
Holmes,4,1
Holmes Beach,0,0
Holmes County,1,0
Holstein,0,0
Holt,0,0
Holton,2,1
Holts Summit,0,1
Holtsville,0,1
Holtville,0,1
Holualoa,0,2
Holyoke,11,44
Homedale,1,0
Homeland,0,0
Homer,3,1
Homer (Fritz Creek),0,0
Homer Glen,2,1
Homer Township,0,0
Homerville,1,1
Homestead,19,33
Homestead (Florida City),10,11
Homestead (Leisure City),0,1
Homestead (Munhall),0,1
Homestead (Naranja),1,0
Homestead (Princeton),0,1
Hometown,1,0
Homewood,5,5
Hominy,1,0
Homosassa,2,2
Hondo,1,0
Honea Path,1,1
Honeoye,0,0
Honeoye Falls,0,0
Honey Brook,1,1
Honokaa,0,0
Honokaa (Ahualoa),0,0
Honolulu,12,33
Honolulu (Kahili),0,0
Honolulu (Kalihi),1,0
Hood County,1,0
Hood River,2,1
Hood River County,0,2
Hooker,0,0
Hookerton,3,1
Hooksett,1,0
Hoonah,0,0
Hoopa,2,10
Hoopa (Weitchpec),0,1
Hooper,1,0
Hooper Bay,1,1
Hoopeston,1,0
Hoosick,0,1
Hoosick Falls,0,0
Hooven,0,0
Hoover,4,0
Hooversville,2,0
Hopatcong,0,1
Hope,5,6
Hope Hull,1,1
Hope Mills,9,11
Hope Valley,0,0
Hopedale,0,0
Hopewell,13,45
Hopewell Junction,0,1
Hopewell Junction (Hopewell),0,0
Hopewell Township,0,0
Hopkins,3,8
Hopkins County,2,0
Hopkins Park,0,2
Hopkinsville,9,23
Hopkinton,0,2
Hopland,0,0
Hopwood,0,0
Hoquiam,1,0
Horace,0,0
Horatio,2,0
Horicon,0,0
Horn Lake,8,5
Hornbrook,0,1
Hornby,0,0
Hornell,0,0
Horntown,1,0
Horry,1,22
Horry County,5,3
Horse Cave,1,0
Horse Creek,0,1
Horseheads,2,1
Horseshoe Bay,0,0
Horton,1,0
Horton Ford,0,0
Hortonville (Medina),0,0
Hoschton,1,2
Hospers,0,0
Hot Springs,11,15
Hot Springs National Park,8,5
Hot Springs National Park (Hot Springs),15,44
Hotevilla,0,0
Houghton,0,0
Houghton Lake,0,1
Houlton,0,1
Houlton (Littleton),0,1
Houma,26,36
Houma (Bayou Blue),1,2
House Springs,2,1
Houston,1146,1257
Houston (Aldine),0,1
Houston (Hedwig Village),0,0
Houston (Houston Heights),0,0
Houston (Jersey Village),0,2
Houston (Nassau Bay),2,0
Houston County,2,0
Houtzdale,0,0
Howard,0,1
Howard Beach,1,0
Howard City,0,0
Howard County,0,0
Howardsville,0,1
Howe,0,0
Howell,3,2
Howell County,0,1
Howland,0,1
Hoyt,0,0
Huachuca City,0,0
Hub,1,0
Hubbard,6,0
Hubbardton,2,0
Huber Heights,3,1
Huber Heights.,0,0
Hubert,4,0
Hubertus,0,0
Huddleston,1,0
Hudgins,1,0
Hudson,9,22
Hudson Falls,0,1
Hudson Falls (Kingsbury),0,0
Hudsonville,0,3
Hudspeth County,0,1
Huerfano,1,1
Hueysville,2,1
Hueytown,1,0
Huffman,0,0
Huger,1,0
Hughes,0,1
Hughes Springs,2,1
Hughesville,2,0
Hughson,1,0
Hugo,0,1
Hulbert,0,1
Hulen,0,1
Hull,3,3
Hulmeville,0,1
Humansville,1,0
Humble,11,38
Humble (Atascocita),5,1
Humboldt,3,26
Humboldt County,0,6
Hummelstown,2,1
Hummelstown (South Hanover),1,0
Humphreys County,0,0
Hungry Horse,1,1
Hunlock Creek,1,0
Hunt,1,1
Hunt Valley,0,1
Hunters,1,0
Huntersville,6,3
Huntingburg,1,1
Huntingdon,2,1
Huntingdon Valley,1,0
Huntington,28,124
Huntington Beach,11,13
Huntington Park,4,2
Huntington Park (Walnut Park),0,2
Huntington Station,2,13
Huntington Station (Dix Hills),1,1
Huntington Station (South Huntington),0,0
Huntingtown,0,1
Huntland,0,2
Huntley,3,2
Huntsville,85,279
Hurley,0,2
Hurlock,1,1
Huron,4,4
Huron County,0,1
Hurricane,2,4
Hurst,8,7
Hurt,0,1
Hurtsboro,2,2
Hustisford,0,1
Hutchinson,6,8
Hutchinson County,0,0
Hutchinson Island,0,0
Hutto,1,0
Huttonsville,0,0
Hyampom,2,0
Hyannis,2,5
Hyattsville,16,21
Hyattsville (Adelphi),1,0
Hyattsville (Cheverly),2,0
Hyattsville (Chillum),2,5
Hyattsville (Edmonston),0,1
Hyattsville (Landover),8,6
Hyattsville (Langley Park),1,0
Hyattsville (Lewisdale),1,0
Hyattsville (New Carrollton),2,1
Hyattsville (Palmer Park),0,1
Hyattsville (Tuxedo),0,3
Hydaburg,1,0
Hyde Park,0,1
Hyden,0,1
Hydesville,0,0
Hyndman,1,0
Hypoluxo,0,0
Hyrum,1,1
Iaeger,5,0
Iberia,0,0
Iberia Parish,2,7
Iberville Parish,0,0
Idaho City,0,0
Idaho Falls,6,6
Idaho Falls (Ammon),0,1
Idaho Springs,1,1
Idalou (idalou),0,0
Ider,2,0
Idleyld Park,0,0
Ignacio,1,1
Igo (Ono),0,1
Ijamsville,0,1
Iliamna,0,0
Iliamna (Kokhanok),1,0
Ilion,2,1
Imlay City,1,1
Immokalee,1,8
Imperial,7,4
Imperial Beach,3,1
Ina,0,0
Independence,45,49
Independence (Seven Hills),0,0
Independence (Sugar Creek),2,0
Independence Township,1,0
Index,0,0
Indiahoma,0,1
Indialantic,1,1
Indian Head,1,1
Indian Hills,2,1
Indian Lake,0,0
Indian Land,1,0
Indian River,1,0
Indian River County,1,1
Indian Rocks Beach,1,0
Indian Springs,1,1
Indian Trail,2,2
Indian Wells,2,0
Indiana,5,7
Indianapolis,616,1131
Indianapolis (Clermont),0,0
Indianapolis (Cumberland),2,0
Indianapolis (Homecroft),1,1
Indianapolis (Lawrence),7,12
Indianola,1,4
Indiantown,2,1
Indio,19,27
Indio (Bermuda Dunes),1,0
Indore,1,0
Industry,0,3
Inez,3,0
Ingham County,0,0
Ingleside,2,0
Inglewood,41,16
Inglewood (Lennox),2,3
Inglis,5,0
Inkster,26,19
Inman,5,7
Inola,0,1
Institute,0,3
Interlachen,2,2
Inver Grove Heights,1,2
Inverness,3,1
Inwood,2,3
Inyokern,1,0
Io,0,0
Ione,2,0
Ionia,3,0
Ionia County,0,0
Iota,0,0
Iowa,1,1
Iowa City,3,15
Iowa Falls,1,1
Iowa Park,1,0
Ipswich,0,0
Iredell,1,1
Iredell County,1,1
Ireland,1,0
Irmo,6,4
Iron,1,1
Iron Mountain,3,1
Iron River,1,0
Iron Station,0,0
Irondale,1,0
Irondequoit,0,0
Ironton,1,2
Ironwood,2,0
Irvine,10,6
Irving,28,7
Irvington,39,27
Irwin,0,0
Irwin (North Huntingdon),0,1
Irwinton,0,0
Isaban,0,0
Isabella,0,1
Isabella County,0,0
Isanti,0,0
Ishpeming,1,0
Isla Vista,0,2
Islamorada,0,0
Islamorada (Matecumbe Key),1,0
Island,1,0
Island Lake,0,0
Island Park,0,0
Islandton,0,0
Isle Of Palms,1,1
Isle Of Wight,2,0
Isle Of Wight County,0,1
Isle of Wight,0,0
Isleta,1,1
Isleton,1,0
Islip,3,1
Islip Terrace,0,0
Issaquah,0,2
Italy,0,1
Itasca,1,0
Itawamba,0,1
Ithaca,1,8
Itta Bena,1,1
Iuka,4,7
Iva,5,1
Ivanhoe,3,3
Ivanof Bay,1,0
Ivins,0,0
Ivydale,0,0
Ivydale (Big Otter),0,1
Izard,1,0
Jack,1,0
Jackman,0,0
Jacks Creek,1,0
Jacksboro,0,2
Jackson,335,792
Jackson (Bemis),0,1
Jackson (Jackson Hole),0,0
Jackson Center,0,0
Jackson County,3,3
Jackson Heights,0,6
Jacksonboro,0,1
Jacksonville,467,1176
Jacksonville (Baldwin),0,0
Jacksonville (Dinsmore),1,0
Jacksonville Beach,2,5
Jaffrey,0,1
Jal,1,1
Jamacha,0,0
Jamaica,23,52
Jamaica (Jfk Airport),0,0
Jamaica Beach,2,0
James City,0,5
James City County,0,0
James Island,3,7
Jamestown,7,19
Jamesville,0,0
Jamison,1,0
Janesville,2,6
Jansen,1,0
Jasper,17,13
Jasper County,0,3
Java,1,0
Jay,8,4
Jayess,2,1
Jean,1,3
Jeanerette,3,6
Jeannette,3,8
Jeddo (Worth Township),0,0
Jeff Davis County,1,0
Jefferson,28,38
Jefferson (Arcade),0,0
Jefferson (Jefferson Township),0,1
Jefferson City,15,29
Jefferson City (Jefferson Cty),0,1
Jefferson City (Wardsville),0,0
Jefferson County,3,9
Jefferson County.,0,2
Jefferson Davis,1,1
Jefferson Davis County,0,1
Jefferson Hills,1,0
Jefferson Parish,7,19
Jefferson Twp,0,0
Jeffersontown,0,0
Jeffersonville,6,18
Jellico,0,1
Jemez Pueblo (Jemez),0,0
Jemez Springs,0,0
Jemison,2,2
Jena,0,0
Jenison,0,0
Jenison (Georgetown Township),0,0
Jenkins,1,1
Jenks,0,1
Jennings,10,14
Jennings County,0,1
Jensen Beach,0,7
Jeremiah,0,1
Jericho,1,0
Jermyn,0,0
Jerome,2,1
Jersey City,77,314
Jersey City (Greenville),0,1
Jersey Mills (Pine Creek),0,1
Jerseyville,1,1
Jessamine,0,0
Jessamine County,0,1
Jessieville,1,0
Jessup,4,1
Jesup,2,2
Jetersville,0,1
Jewett,0,0
Jewett City,0,0
Jewett City (Lisbon),0,0
Jim Thorpe,0,0
Jim Wells,1,0
Jim Wells County,1,0
Joanna,0,1
Joelton,3,0
John Day,1,0
Johns Creek,0,1
Johns Island,2,12
Johnsburg,2,0
Johnson,8,1
Johnson City,23,28
Johnson City (Gray),1,0
Johnson Corner,1,0
Johnson County,2,1
Johnson Creek,2,0
Johnsonville,2,0
Johnston,2,1
Johnston City,0,0
Johnston County,1,0
Johnstown,26,30
Joint Base Elmendorf-richardson,1,0
Joliet,47,91
Jolo,2,0
Jolon (Fort Hunter Liggett),0,1
Jones,4,5
Jones County,0,1
Jonesboro,45,101
Jonesborough,5,2
Jonesborough (Jonesboro),0,0
Jonestown,2,0
Jonesville,3,6
Joplin,24,28
Joppa,1,1
Joppatowne,1,0
Jordan,1,2
Josephine,0,1
Josephine County,0,1
Joshua,4,0
Joshua Tree,0,0
Jourdanton,1,0
Judsonia,2,0
Juliaetta,0,0
Julian,0,1
Juliette,2,2
Junction City,10,8
Juneau,5,9
Junedale,2,0
Jupiter,6,13
Jupiter (Tequesta),1,1
Jurupa Valley,2,2
Justin,1,0
Kahuku,2,0
Kahului,1,0
Kaibeto,0,2
Kailua,0,1
Kailua Kona,2,1
Kailua Kona (Kailua-Kona),0,0
Kailua-Kona,0,0
Kaiser,0,0
Kake,0,0
Kalamazoo,33,78
Kalamazoo County,0,0
Kalihi,0,0
Kalispell,4,6
Kalispell (Evergreen),0,1
Kalkaska,0,0
Kalkaska County,2,0
Kalskag,0,1
Kamas,0,1
Kamiah,0,0
Kanab,1,0
Kanawha,3,5
Kanawha City,0,1
Kanawha County,1,1
Kane,1,1
Kane County,0,0
Kaneohe,1,1
Kankakee,19,64
Kannapolis,2,15
Kansas City,565,877
Kansas City (Gladstone),4,3
Kansas City (North Kansas City),2,0
Kansas City (Northmoor),0,1
Kansas City (Raytown),6,16
Kapaa,0,0
Kapaau,1,1
Kapahulu,0,0
Kaplan,2,0
Kapolei,2,0
Kapolei (Makakilo),0,1
Karnack,1,0
Kasilof,2,1
Katonah,1,0
Katy,37,20
Kauai,0,1
Kaufman,2,6
Kaufman County,0,1
Kaukauna,0,0
Kaunakakai,1,2
Kay,0,1
Kayenta,3,0
Kaysville,2,0
Keaau,1,0
Kealakekua,0,0
Keansburg,0,1
Kearney,0,4
Kearneysville,2,0
Kearns,1,2
Kearny,1,0
Kearny Mesa,0,0
Keavy,0,3
Keedysville,0,1
Keego Harbor,4,0
Keene,1,1
Keenesburg,2,0
Kegley,0,2
Keithville,1,1
Keizer,4,3
Kell,0,0
Keller,3,0
Kellogg,0,0
Kelly,2,0
Kellyville,2,0
Kelseyville,1,2
Kelso,2,4
Kemah,1,0
Kemah (Clear Lake Shores),0,1
Kemp,1,1
Kemp (Seven Points),0,0
Kemp (Tool),0,0
Kemper,1,2
Kemper County,0,2
Kempner,0,1
Kempton,0,0
Kempton (Albany),1,0
Kenai,4,1
Kenbridge,0,0
Kendall,2,1
Kendall Park,0,1
Kendallville,0,0
Kendleton,1,0
Kendrick,0,0
Kenilworth,0,0
Kenly,2,2
Kenmore,0,1
Kennebunk,1,0
Kennebunkport (Arundel),3,0
Kennedale,3,0
Kennedy Heights,0,1
Kenner,16,33
Kennesaw,12,9
Kenneth City,0,0
Kennett,6,2
Kennett Square,0,0
Kennewick,14,9
Kennewick (Finley),0,0
Kenosha,12,29
Kenova,0,0
Kensington,0,1
Kent,34,41
Kent (Covington),1,3
Kent County,1,0
Kent State University,0,0
Kenton,3,1
Kenton County,0,1
Kents Hill (Fayette),0,0
Kentwood,2,1
Kenwood,1,1
Keokuk,2,3
Keokuk County,0,1
Kerhonkson,2,0
Kerman,1,0
Kermit,0,1
Kern,6,3
Kern County,0,0
Kernersville,2,6
Kerrville,7,2
Kersey,0,0
Kershaw,2,4
Kershaw County,0,1
Keshena,0,0
Keswick,1,0
Ketchikan,4,0
Kettering,0,3
Kettle Falls,0,0
Kettle Island,0,1
Kettleman City,2,1
Kevil,0,2
Kewanee,3,0
Kewaskum,0,0
Kewaunee,0,0
Key Biscayne,0,0
Key Largo,1,4
Key West,4,10
Key West (Stock Island),0,1
Keyes,0,2
Keyport,2,0
Keyser,1,0
Keystone,0,0
Keystone Heights,1,0
Keysville,0,2
Kiana,0,0
Kibler,0,0
Kidron,0,2
Kiefer,0,0
Kiel,0,0
Kihei,0,0
Kila,0,0
Kilauea,0,0
Kilgore,10,9
Kill Devil Hills,0,2
Killbuck,2,0
Killdeer,0,1
Killeen,75,98
Killen,7,3
Killingly,1,0
Killington,0,2
Killingworth,2,0
Kilmichael,3,1
Kiln,1,0
Kimball,0,1
Kimberly,1,0
Kimble,0,1
Kimbolton,0,0
Kimper,0,0
Kincaid,1,1
Kinde,0,0
Kinder,1,1
King,1,1
King And Queen,1,0
King City,5,23
King County,3,2
King George,2,3
King George County,1,1
King Of Prussia,0,1
King William,0,1
Kingfisher,1,0
Kingfisher County,0,0
Kingman,13,14
Kings,2,1
Kings Bay Base,0,1
Kings Beach,2,1
Kings County,0,1
Kings Mountain,4,12
Kings Park,0,1
Kingsburg,0,0
Kingsbury,1,0
Kingsford,0,1
Kingsford Heights,0,0
Kingsley,0,1
Kingsport,7,25
Kingston,5,12
Kingston (Edwardsville),0,2
Kingston (Swoyersville),0,1
Kingstree,4,3
Kingsville,1,0
Kingwood,3,1
Kinloch,0,4
Kinnelon,1,0
Kinston,21,108
Kinzers,1,0
Kiowa,1,1
Kipnuk,1,0
Kirby,2,1
Kirbyville,1,0
Kirkersville,4,0
Kirkland,5,2
Kirksville,5,2
Kirkville,2,0
Kirkwood,0,0
Kirkwood (Colerain),0,0
Kirtland,0,0
Kissimmee,25,32
